taskId,answer
665933322#665933321,1
725625159#725625161,1
715464710#715464701,1
706220233#706220232,1
712587312#712587309,1
695044816#695044818,1
692563946#692563948,1
722808262#722808253,1
507324478#507324476,1
719810247#719810243,1
717405803#717405799,1
715596392#715596403,1
714811198#714811178,1
631273941#631273942,1
729196652#729196647,1
720499961#720499962,1
715926302#715926305,1
691946092#691946091,1
729323373#729323360,1
707030902#707030890,1
694584702#694584674,1
721026941#721026938,1
726904356#726904353,1
707668068#707668059,1
561187874#561187877,0
690853125#690853117,1
699570891#699570887,1
718032880#718032876,1
729344260#729344192,1
721517503#721517504,1
725304230#725304234,1
668058772#668058765,1
680413697#680413692,1
723739953#723739952,1
693879769#693879766,1
720246294#720246298,1
728388315#728388312,1
712664780#712664778,1
728223839#728223845,1
686046015#686046002,0
728849623#728849624,1
713170428#713170429,1
728799632#728799631,1
728044181#728044120,1
651779950#651779953,1
728189024#728189010,1
727043072#727043070,1
722423739#722423742,1
691747086#691747079,1
642848078#642848081,1
723814197#722602105,1
727218527#727218533,1
720114252#720114245,1
589108158#589108161,1
721668693#721668684,1
707664649#707664646,0
702626700#702626703,1
686636876#686636872,1
710059384#710059388,1
698515521#698515524,1
588791170#588791171,1
725309060#725309057,1
665861014#665861011,1
720732635#720732639,1
726442823#726442821,1
705356318#705356311,1
727251671#727251679,1
701718697#701718691,1
712203614#712203601,1
728517360#728517358,1
709913115#709913103,1
709680975#709680983,1
651509863#651509859,1
706365768#706365770,1
730061033#730061024,1
710064699#710064695,1
726269619#726269620,1
631233238#631233241,0
681530865#681530859,1
667968521#667968519,1
712477450#712477451,1
727400705#727400706,1
727511571#727511566,1
728401992#728401990,1
678012812#678012813,1
730622671#730622684,1
716292320#716292321,1
719196836#719196796,1
666534319#666534313,1
726413743#726413736,1
698214859#698214855,1
708887268#708887262,1
730311439#730311428,1
713107549#713107546,1
728671713#728671720,1
728521443#728521447,1
658467905#658467914,1
681121928#681121931,1
726094737#726094734,1
688608987#688608981,1
723408320#723408324,1
727548397#727548388,1
730961297#730961311,1
689252021#689252015,1
663118525#663118516,1
561136854#561136847,1
706774013#706773997,1
713084150#713084149,1
729289419#729289420,1
721263361#721263347,1
711664195#711664182,1
692104598#692104590,1
644658481#644658474,1
729613860#729613865,1
712848280#712848285,1
726745972#726745974,1
725993925#725993932,0
710464958#710464970,1
727523433#727523418,1
729572808#729572807,0
702286047#702286019,1
728276964#728276962,1
705026077#705026076,1
728781973#728781962,1
721556390#721556380,1
704252606#704252611,1
719941173#719941165,1
714444174#714444175,0
716959386#716959389,1
712004609#712004614,1
728954064#728954062,1
711824052#711824050,1
727620927#727620922,1
728319142#728319129,1
705022350#705022343,1
726975350#726975344,1
726076258#726076254,1
729159995#729160003,1
722279707#722279699,1
729276379#729276381,1
714632696#714632694,1
711716615#711716611,1
720626602#720626562,1
704219502#704219493,1
712005432#712005441,1
719443108#719443102,1
715741589#715741581,1
720309823#720309816,1
726677828#726677791,1
609663894#561233596,1
728843130#728843135,1
706172717#706172716,1
676887282#676887274,1
719611150#719611143,1
728617749#728617745,1
726139789#726139788,1
344822092#344822075,1
730856373#730856369,1
723648286#723648281,1
727762077#727762079,1
688995273#688995272,1
631274651#631274650,1
727859485#727859462,0
695669301#695669303,1
706388370#706388363,1
729583372#729583379,1
719307133#719307132,1
720723775#720723776,1
706809077#706809080,1
717020496#717020482,1
699031534#699031528,1
682120634#682120627,1
725594828#725594818,1
704561394#704561387,1
693125515#693125513,1
658432070#658432061,1
729716304#729716307,1
725253394#725253393,1
725761974#725761976,1
728103839#728103827,1
716101551#716101547,1
630822676#630822677,1
716041270#716041269,1
689323367#689323370,0
715664774#715664766,1
723426938#723426935,1
644446547#644446542,1
725836773#725836766,1
723561307#723561316,1
667367632#661325399,1
714486467#714486469,1
673057599#673057590,1
684971226#684971223,1
561266209#561266207,1
725045850#725045846,1
691550902#691550869,1
692509169#692509132,1
708362857#708362843,1
723689870#723689878,1
712501454#712501446,1
330124916#330124884,1
708854134#708854127,1
727787609#727787616,1
730152107#730152098,1
728171589#728171584,1
681379850#681379852,1
708471340#708471331,1
730681616#730681613,1
696452093#696452092,1
715711801#715711789,1
712495759#712495751,1
723382028#723382029,1
725903816#725903814,1
693888737#693888731,1
689833010#689833009,1
695790620#695790586,1
672326891#672326886,1
692075410#692075351,1
726395878#726395884,1
716971182#716971183,1
727219800#727219802,1
681287387#681287383,1
699637505#699637504,1
720788117#720788113,1
725258183#725258180,1
716154222#716154212,1
730094454#730094464,1
713653865#713653866,1
730435463#730435459,1
722188022#722188015,1
687893263#687893256,1
684072472#684072449,1
670320058#670320054,1
715518021#715518020,1
729895838#729895832,1
702179290#702179289,1
719140545#719140538,1
728195047#728195055,1
646225615#646225609,1
729732310#729732309,1
687938566#687938573,1
727139722#727139709,1
726416122#726416110,0
714578521#667041118,1
563350195#527315966,1
684238135#684238134,1
653990097#653990088,1
718220714#718220709,1
730945775#730945769,1
692545008#692545002,1
715853210#715853207,1
727010413#727010409,1
726656069#726656065,1
694569452#694569436,1
714749883#629727443,1
705454315#705454309,1
726932395#726932385,1
689319555#689319543,1
708328232#708328240,1
665509548#665509546,1
694471409#694471424,1
728407065#728407049,1
721364967#721364959,1
724977056#724977051,1
668392994#668392993,1
631511089#631511087,1
624824895#624824897,1
717704853#717704848,0
693218167#693218172,1
706057973#706057975,1
718261805#718261803,1
726141884#726141888,1
710591027#710591026,1
721229494#721229491,1
690481389#690481395,1
720741560#720741544,1
722540554#722540558,1
630869895#630869885,1
715125374#715080120,1
707356053#707356042,1
648276373#648276358,1
725520776#725520767,1
722678884#722678874,1
717890800#717875869,0
701173933#701173931,1
726458214#726458213,1
728362890#728362881,0
696602449#696602445,1
676438037#676438038,1
705667542#705667540,1
725822770#725822761,1
710351458#710351452,1
661247460#661247468,1
648689259#648689238,1
727273901#727273906,1
727993407#727993395,1
604152834#604152829,1
719940075#719940071,1
686642123#686642116,1
715692162#715692163,1
706713751#706713747,1
723499308#723499296,1
728967046#728967032,1
649315133#649315130,1
726228546#726228549,1
728324117#728324126,1
691945200#691945185,1
730605965#730605968,1
716296535#716296537,1
730414027#730414030,1
691495557#691495555,1
557186032#557186027,1
720070398#720070383,1
729518111#729518108,0
728523873#728523878,1
713930300#713930296,1
728832135#728832129,1
667738838#667738836,1
730618269#730618263,1
729434565#729434569,1
729283669#729283673,1
722113965#722113967,0
727668686#727668688,1
725611657#725611640,1
725364518#725364517,1
722602608#722602607,1
691785430#691785421,1
703151893#703151884,1
720186925#720186923,1
726753936#726753921,1
655987728#655987714,1
713629099#713629101,1
715953657#715953651,1
714400651#714400653,1
716616891#716616894,1
717950138#717950129,1
722104630#722104628,1
707014121#707014116,1
729169761#729169762,1
723666192#723666190,1
725835431#725835427,1
628026657#628026652,1
725565534#725565526,1
717326683#717326663,1
713068388#713068390,1
723607780#723607776,1
711312216#711312212,1
715759898#715759899,1
716151168#716151159,1
713374578#713374583,1
715205367#715205364,1
713679171#713679172,1
629547628#629547629,1
722525564#722525561,1
728180650#728180657,0
689831380#689831376,1
721069030#721069032,1
719757186#719757190,1
662910124#662910119,1
729663669#729663670,1
725331696#725331685,1
709095282#709095249,1
728110546#728110549,1
725618283#725618284,1
725564423#725564420,1
693882550#693882547,1
712879836#712879840,1
720238104#720238096,1
728692526#728692522,1
715595023#715595028,1
693895326#693895327,0
728241951#728241953,1
723002158#723002170,1
696433421#696433420,0
728415438#728415389,1
685116372#685116385,1
720520030#720520016,1
661852485#661852481,1
680324844#680324847,1
630387672#630387666,1
620148726#620148735,1
730790225#730790219,1
725145869#725145862,1
727438885#727438878,1
730250842#730250855,1
626423214#626423215,1
713821849#713821850,1
721741217#721741208,1
686496887#686496889,1
717672732#717672725,1
585418910#585418907,1
666601843#666601839,1
387295443#387295441,1
717019366#717019367,1
646416496#646416500,1
723185735#723185724,1
651806170#651806164,1
712547429#712547435,1
696816791#696816790,1
647488229#647488220,1
728302335#728302336,1
726877706#726877695,1
718236022#718236004,1
720309696#720309695,1
722428024#722428020,1
716642586#716642594,1
707728806#707728811,1
710549572#710549560,1
700427182#700427178,1
612080891#612080890,1
684751385#684751379,1
722019192#722019191,1
722565714#722565709,1
709104981#709104990,1
721792359#721792350,1
720909684#720909686,1
524839743#524839748,1
572157439#572157437,1
725476388#725476384,1
719209627#719209629,1
729422857#729422858,1
722123757#722123741,1
728703597#728703590,1
700039010#700039011,1
725538928#725538925,1
725936022#725936027,1
720903906#720903899,1
688947766#688947760,1
728003178#728003177,1
727125769#727125758,1
655418607#655418603,1
639405455#639405460,1
685215303#685215302,1
730175586#730175584,0
659564658#659564644,1
725175970#725175965,1
597519033#597519022,1
681121610#681121617,1
707213071#707213068,1
728431965#728431966,1
729778869#729778876,1
715244139#715244141,1
705999366#705999352,1
683947064#683947062,1
710474164#710474145,1
667132336#667132334,1
725375277#725375278,1
661989823#661989816,1
725736722#725736704,1
673165435#673165430,1
727097525#727097528,1
701548265#701548269,1
706009224#706009225,1
686604999#686604994,1
670358818#670358809,1
726255225#726255217,1
671862128#671862122,1
716083217#716083205,1
730966107#730966106,1
712660166#712660162,1
706619614#706619607,1
697237643#697237642,1
725629097#725629098,1
721896002#721895979,0
716283018#716283016,1
682112206#682112179,1
729411078#729411063,1
682596312#682596321,1
716271830#716271809,1
725778806#725778801,1
684770100#684770090,1
651738176#651738177,1
710616183#710616179,1
712907109#712907107,1
726292272#726292276,1
497646392#497646394,0
675072702#675072681,1
659551926#561244375,1
678304564#678304567,1
644627782#644627777,1
717860208#717860197,1
705792289#705792307,1
721931742#721931729,1
724971728#724971729,1
727965265#727965256,0
652356555#652356560,1
714142466#714142463,0
710797715#710797699,1
561200234#561200230,1
709164254#709164261,1
721839871#721839862,1
671556854#671556826,1
720507274#720507272,1
722240231#722240228,1
715596020#715596019,1
726404740#726404743,1
729881105#729881103,1
635894107#635894100,0
716985429#716985424,1
725866901#725866900,1
697968179#697968174,1
706593089#706593094,1
729444115#729444062,1
670746751#670746756,1
720634124#720634121,1
705411474#705411479,1
726290725#726290722,1
729412720#729412712,1
668770994#668770995,1
725429935#725429940,1
709030571#709030568,1
730750987#730750960,1
725009789#725009791,1
730652264#730652249,1
720209325#720209328,1
701799238#701799240,1
700698986#700698989,1
691932771#691932770,1
681419408#681419414,1
719846907#719846892,1
700589721#700589724,1
730457166#730457168,1
694575679#694575673,1
649805870#649805862,1
561151696#561151677,1
721869373#721869367,1
726656627#726656631,1
662559655#662559657,1
673825771#673825759,1
713069772#713069761,1
687383917#687383924,1
717607262#717607258,1
725825110#725825112,1
707355534#707355533,1
723766370#723766359,1
683426095#683426060,1
709715040#709715036,0
709808379#709808381,1
699755199#699755200,1
727138835#727138837,1
709787861#709787858,1
722181134#722181133,1
730628912#730628914,1
711428348#711428347,1
729221884#729221883,1
721816429#721816422,1
729502899#729502905,1
705768319#705768318,1
715445062#715445063,1
686909304#686909306,1
721003191#721003162,1
670383521#670383523,1
707375456#707375445,1
647102844#647102830,1
665581954#665581947,1
722923143#721869945,1
719209794#719209800,1
727942729#726999221,1
725860912#725860906,1
728907976#728907971,1
712990766#712990749,1
714999446#714999439,1
630498400#630498396,1
334171403#334171382,1
720799861#720799854,1
713231118#713231112,1
712834446#712834434,1
714897182#714897168,0
673348724#673348725,1
719786835#719786833,1
718242929#718242931,1
721706762#721706758,1
710001812#710001810,1
661192554#657788056,1
730363471#730363467,1
707851056#707851050,1
704072259#713196636,1
715408327#715408323,1
699439255#699439251,1
720498329#720498333,1
705290934#705290926,1
728952509#728952517,1
728210226#728210215,1
719753817#717598582,1
721345049#721345050,1
560519012#560519007,1
667646282#667646289,1
648538388#648538386,1
722591323#722591321,1
702664307#702664310,1
729167400#729167398,1
711562938#711562931,1
715793011#715793002,1
730582709#730582704,1
722680240#722680241,1
716680874#716680864,1
727399864#727399862,1
700588554#700588553,1
715773799#715773795,1
726939457#726939452,1
706049221#706049215,1
539366690#539366685,1
590936423#590936422,1
717477752#717477754,1
723625068#723625077,1
721304499#721304493,1
726316253#726316247,1
725033801#725033805,1
726457873#726457883,1
726672018#726672022,1
682256169#682256165,1
719432819#719432818,1
720923976#720923968,1
727556572#727556573,1
721567723#721567716,1
669253253#669253226,1
717331829#717331825,1
704317562#704317551,1
631253812#631253809,1
711635258#711635250,1
725682723#725682726,1
716827458#716827450,1
729855451#729855459,1
718113085#718113080,1
702433181#702433182,1
720224392#720224387,1
726383700#726383703,1
722050084#722050080,0
727163405#727163404,1
730258663#713339051,1
717946269#717946273,1
658116867#658116852,1
693055727#693055728,1
730403444#730403438,1
728691431#728691429,1
722602533#722602523,1
631274623#631274625,1
522890559#522890556,1
728732464#728732453,1
679197904#679197899,1
716223156#716223160,1
707346602#707346601,1
723335810#723335809,1
723044673#723044667,1
722559039#722559046,1
702303464#702303462,0
699228730#699228726,1
683970237#683970236,1
708691730#708691723,0
717195813#717195814,1
718170862#718170865,1
654296486#654296483,1
694395458#694395477,1
722754721#722754729,1
719751032#719751029,1
717911114#717911118,1
719787607#721079325,1
720876450#720876448,0
722998634#722998631,1
711660423#711660417,1
692021391#692021385,1
728964494#728964482,1
684072860#684072853,1
722208784#722208783,1
676047297#676047295,1
726676460#726676455,1
722318346#722318351,1
726640136#726640141,1
661723225#661723221,1
715283599#715283605,1
699242505#699242490,1
721640887#721640884,1
672557554#672557541,1
718217864#718217861,1
699033675#699033671,1
714154174#714154180,1
725059092#725059088,1
655285773#655285770,1
722862243#722862246,1
728223158#728223147,1
702628738#702628740,1
725648256#725670203,1
721819564#721819549,1
606243122#606243118,0
660920235#660920220,1
561168754#561168753,1
659649604#659649603,1
728531319#728531322,1
722330083#722330068,1
726500218#726500211,1
719930767#719930772,0
720237111#720237119,1
676949347#676949344,1
720527629#720527632,0
718324469#718324465,1
726261715#726261707,1
709692392#709692387,1
652390859#652390858,1
730046048#730046032,1
683746173#683746143,1
709006384#709006380,1
716881033#716881034,1
724028771#724028778,1
728047087#728047092,1
727785515#727785525,1
631080414#631080412,1
726832973#726832971,1
651291623#651291619,1
710650348#710650346,1
720299471#720299468,1
707303425#707303414,1
681376918#681376898,1
561158604#561158608,1
321087369#321087356,1
673992129#673992132,1
626757466#626757461,1
726852616#726852617,1
682410291#682410288,1
725717425#725717429,1
695170411#695170415,1
729286062#729286064,1
689842317#689842313,1
715010582#715010574,1
651295424#651295421,1
710176626#710176633,1
721164735#721164731,1
720916326#720916329,1
681115953#681115954,1
658798529#658798527,1
705526935#705526932,1
730469249#730469246,1
722615742#722615740,1
690333068#690333078,1
727054418#727054414,1
714988136#714988138,1
712142696#712142689,1
729057257#729057246,1
671669894#671669896,0
691121806#691121804,1
652141892#652141890,1
719410142#719410138,1
664085967#664085963,1
729664950#729664942,1
713102170#713102169,1
711703679#711703668,1
693880452#693880443,1
727395297#727395298,1
723390543#723390542,1
721423640#721423644,1
665573488#665573466,1
722316163#722316164,1
707202827#707202829,1
723853880#723853873,1
728920550#728920554,1
699585505#699585507,1
721727612#721727588,1
658623176#658623165,1
709827696#709827709,1
704469757#704469764,1
660517206#660517204,1
706853686#706853678,1
723781495#723781505,1
714878696#714878639,1
721414717#721414718,1
720149793#720149802,1
716140292#716140287,1
730543480#730543467,1
727866737#727866742,1
730510937#730510923,1
710605514#710605520,1
728586508#728586502,1
676945528#676945520,1
716526230#716526241,1
561154681#561154659,1
710103735#710103732,1
614914302#614914296,1
664221757#664221749,1
644260975#644260966,1
694969111#694969081,1
722076935#722076932,1
568869606#568869608,1
730148650#730148632,1
715767477#715767472,1
630796206#630796208,1
725333464#725333455,1
729396788#729396785,0
672812268#672812267,1
659657503#659657499,1
713289257#713289250,1
730448651#730448642,1
719196258#719196267,1
667412549#667412542,1
648928049#648928052,0
725568193#725568186,1
715399581#715399580,1
666130381#666130376,1
673372709#673372707,1
722354874#722354872,1
712153912#712153914,1
656490623#656490621,0
712432532#712432526,1
721924602#721924597,1
636757617#636624857,1
727877484#727877483,1
719430936#719430938,1
728574321#728574322,1
717911305#717911309,1
722988165#722988140,1
715534960#715534939,1
716094877#716094878,1
698361879#698361875,1
726560648#726560631,1
681518938#681518941,1
728836927#728836924,1
625015139#625015132,1
708648433#708648431,0
722546040#722546026,1
697281106#697281104,1
628186757#628186759,1
722787864#722787858,1
722554887#722554880,0
711960114#711960095,1
709642866#709642859,1
729488583#729488579,0
716545643#716545644,1
704583643#704583645,1
639736591#639736590,1
722396879#722396875,0
729210636#729210621,1
730360822#730360810,1
727415797#727415784,1
721093833#721093835,1
696424830#696424834,1
678679308#678679300,1
695684740#695684737,1
557399359#557399352,1
725412748#725412746,1
723901768#723901771,1
691808479#691808478,1
720728472#720728467,1
644587152#644587147,1
727556351#727556361,1
723758533#723758524,1
696827039#696827035,1
656640758#656640757,0
711948763#711948747,1
728092864#728092862,1
723579897#723579893,1
723280707#723280712,1
723606305#723606301,1
658850823#658850816,1
719579165#719579159,1
660930783#660930800,1
721296210#721296219,1
691436994#691436988,1
720747908#720747914,1
693868254#693868258,1
729533364#729533362,1
716150626#716150630,1
712502334#712502329,0
722023510#722023502,0
729950013#729950020,1
715547023#720496213,1
717364581#717364580,1
720466195#720466193,1
717069405#717069402,0
720641906#720641903,1
654991184#654991180,1
668382715#668382712,1
719993313#719993309,1
722614628#722614626,1
730030977#727128169,1
703608301#703608300,0
728623297#728623260,1
715950008#715950007,1
730601911#730601920,1
719000293#719000279,1
725794754#725794743,1
683702125#683702128,1
675634027#675634024,1
721449575#721449567,1
711638810#711638803,1
727755448#727755438,1
522890558#522890556,1
706950577#706950571,1
647161541#647161528,1
665560994#665560997,1
672884160#672884142,1
661376906#661376885,1
695420785#695420779,1
727234226#727234218,1
715604867#715604870,1
723892105#723892103,0
728828405#689859077,1
728286573#728286570,1
714414481#714414483,1
725601590#725601588,1
709057971#709057964,1
722505368#722505362,1
723315822#723315824,1
723051254#723051240,1
722575660#722575656,1
717028254#717028260,1
694640287#694640283,1
723706378#722408894,1
684028773#684028765,1
716374189#716374181,1
610214018#610213980,1
711622875#711622860,1
706437461#706437462,1
725005904#725005872,1
640351731#640351730,1
706121915#706121911,1
717355831#717355822,1
671515181#671515180,1
728431513#728328434,1
704888362#704888355,1
725507139#725507140,1
723172479#723172466,1
725982597#725982613,1
691444642#691444632,1
691944875#691944868,1
658478707#658478693,1
713570018#713570019,1
696501777#696501768,1
726732887#726732872,1
670562067#670562074,0
708019921#708019918,1
686304961#686304960,1
678507726#678507719,1
729263201#729263188,1
687544054#687544053,1
723423408#723423406,1
723155979#723155975,1
684897813#684897810,1
722510987#722510992,1
722464605#722464589,1
721888544#721888541,1
696819319#696819321,1
668620891#668620880,1
723281905#723281891,1
681998577#681998562,1
669070172#669070176,1
662610003#662610010,1
665287703#665287687,1
722139919#722139905,1
719892925#719892927,1
721988117#721988116,1
726790969#726790972,1
725827083#725827078,1
727211208#727211199,1
700873257#700873247,1
720515213#720515215,1
675091921#675091925,1
708321681#708321683,1
709508328#709508331,1
726462839#726462833,1
666905492#666905480,1
726475907#726475898,1
567199001#567199004,1
712827978#712827977,1
729213008#729212988,1
702925316#702925330,1
728324823#728324846,1
539357950#539357931,1
726443973#726443969,1
726074022#726074011,1
701554191#701554203,1
719940080#719940081,1
723151784#723151780,1
647692099#647692087,1
729820126#729820127,1
722386124#722386115,1
729508000#729508007,1
727522807#727522811,1
722931647#722931646,1
704840195#704840200,1
723654063#723654043,1
720751295#720751288,1
710511674#710511668,1
729649420#729649414,1
730953071#730953068,1
672876522#672876517,1
709194224#709194226,1
701207225#701207215,1
714650688#714650693,1
726068183#726068180,1
721741619#721741615,1
701838400#701838385,1
720436131#720436127,1
728331691#728331692,1
642000099#642000100,1
724996430#724996428,1
716646592#716646587,1
715746880#715746882,1
720408942#720408945,1
729672332#729672310,1
703507651#703507646,1
662054752#662054751,1
712514020#712514015,1
675653445#675653451,1
645798540#645798536,1
729251972#729251959,1
568410332#568410325,0
717691330#717691323,1
656957440#656957448,1
728050373#728050378,1
722517781#722517776,1
721123103#721123106,1
700373198#700373194,1
723444117#723444118,0
689203822#689203821,1
720956067#720956059,1
693881590#693881567,1
725122619#725122610,1
687501082#687501081,1
723126426#723126424,1
720191797#720191801,1
714968282#714968272,0
715602296#715602297,1
722082744#722082734,1
561281066#561281059,1
671268322#671268321,1
717355209#717355208,1
722022575#722022563,1
726393759#726393757,1
642233955#642233956,1
718101987#718101991,1
693392026#693392022,1
730320178#730320174,1
696858693#696858687,1
705163319#705163326,1
729572415#729572418,1
658824430#658824434,1
730338476#730338478,1
704390017#704390019,1
702408010#702408024,1
730813505#730813496,1
715530693#715530686,1
715260243#715260237,0
656993720#656993710,1
726165072#726165068,1
683874117#683874116,1
729090436#729090434,1
689113763#689113766,1
728513579#728513593,1
528079770#528079772,1
730452019#730452012,1
663681039#663681036,1
687561240#687561247,1
726007896#726007898,1
729781664#729781658,1
725552872#725552863,1
561138801#561138802,1
725760394#725760382,1
723319654#723319651,1
709948848#709948845,1
726819317#726819321,1
704881829#704881827,1
720153636#720153638,1
721798765#721798755,1
712868664#712868656,1
710540536#710540539,1
730753737#730753734,1
726444228#726444208,1
723214936#723214927,1
716188245#716188239,1
696155622#696155635,1
720284759#720284761,1
720983286#720983287,1
712624775#712624772,1
685228052#685228051,1
721274626#721274618,1
730277924#730277921,1
729134660#729134662,1
729403638#729403640,1
728932320#728932313,1
725630085#725630068,1
558397312#558397311,1
715879687#715879686,1
726530818#726530820,1
721262719#721262708,0
706131920#706131912,1
713337743#713337740,1
726835199#726835193,1
677936551#677936555,1
484297731#484297725,1
729271072#729271071,1
670891789#670891784,1
721822190#721822185,1
727994437#727994434,1
719161682#719161684,1
686018954#686018953,1
387392029#387392033,0
730972194#730972183,1
636822984#636822965,1
722440022#722440023,1
712371678#712371679,1
723017354#723017347,1
716161862#716161859,1
699802946#699802945,1
721138913#721138906,1
704645949#704645937,1
712818118#699500520,1
709872013#709872009,1
729275408#729275399,1
708203297#708203287,1
712166775#712166771,1
721439123#721439113,1
642950185#642950190,1
704560811#704560805,1
722548702#722548703,0
715518754#715518743,1
712371713#712371710,1
713388994#713388986,1
491744002#491744001,1
691453036#691453041,1
642662254#642662251,1
728992420#728992418,1
720213257#720213251,1
716978631#716978639,1
692277095#692277084,1
730276837#730276828,1
674956263#674956258,1
727142250#727142244,1
727916710#727916693,1
617556635#617556636,1
702909361#702909359,1
720301097#720301104,1
714473403#714473394,1
721058288#721058283,1
718268500#718268502,1
700293388#700293393,1
720672328#720672327,1
709173006#709173007,1
720528595#720528601,1
714375161#710432863,1
683901077#683901065,1
715975823#715975830,1
631462080#631462079,1
728903880#728903870,1
653463098#653463103,0
726650487#726650480,1
686066596#686066591,1
697424782#697424741,1
713440919#713440907,1
728197969#728197952,1
492548384#492548379,1
728847346#728847341,1
594467715#594467688,1
700588107#700588108,1
676214482#676214478,1
703586459#703586443,1
717462025#717462026,0
703638055#703638046,1
696560546#696560544,0
720320734#720320735,1
690609231#690609206,1
709161503#709161487,0
705020870#705020861,1
701911472#701911455,1
716388395#716388401,1
678056689#678056693,1
721144424#721144420,1
730519125#730519124,1
711158881#711158885,1
722807719#722807705,1
721460822#721460829,1
707667209#707667186,0
726762736#726762735,1
717081794#717081799,1
730984061#730984056,1
727873685#727873692,1
728087358#728087356,1
707769704#707769689,1
730714461#730714463,1
698291058#698291062,1
725206300#725206297,1
716551743#716551745,1
724969897#724969895,1
729927323#729927322,1
720762482#720762471,1
703497224#703497227,1
725442766#725442760,1
722755557#722755559,1
727415482#727415478,1
726802030#726802028,1
696211165#696211159,1
712697510#712697496,1
691600624#691600580,1
728618170#728618152,1
721091670#721091648,1
729435699#729435697,1
721383153#721383151,1
720174318#720174314,1
723077261#723077260,1
715421061#715421059,1
726248806#726248790,1
720789472#720789453,1
720173280#720173276,1
719808266#719808256,0
700101293#700101282,1
709005664#709005665,1
722266124#722266127,1
722558392#722558401,1
715054900#715054897,1
723190626#723190623,1
677948825#677948830,1
730805631#730805633,1
722600613#722600625,1
723814803#722602798,1
696467352#696467349,1
658437808#658437803,1
692088988#692088973,1
728390781#728390743,1
720999634#720999640,1
700969594#700969593,1
730716192#730716189,1
726067863#726067865,1
676001590#676001566,1
387260273#387260274,0
673751088#673751077,1
686982169#686982168,1
712869070#712869069,1
722072067#722072059,1
710614181#710614182,1
726831265#726831252,1
606695728#606695713,1
723009148#723009150,1
653165615#653165613,0
724980854#724980847,1
595166791#595166793,1
722817807#722817806,1
671849144#671849128,0
710350724#710350710,1
721825909#721825921,1
719645981#719645965,1
721974088#721974094,1
650041717#650041703,1
689499317#689499319,1
691954501#691954497,1
728571501#728571514,1
729650066#729650056,1
729370748#729370750,1
570146097#570146115,1
703301407#703301398,1
725126678#725126667,1
727964085#727735025,1
607885455#607885425,1
730144618#730144608,1
704429656#704429661,1
721072642#721072619,1
729516567#729516551,1
668736738#668736733,1
686018950#686018948,1
649502265#649502252,1
722134214#722134204,1
728936697#728936698,1
686166351#686166349,1
669812984#669812985,1
720488244#720488232,1
729624766#729624767,1
716765246#716765245,1
552758038#552758037,1
693887855#693887844,1
725898924#725898919,1
675866777#675866767,1
726430181#726430187,1
730505965#730505962,1
728131506#728131509,1
722907651#722907653,0
708998336#708998337,1
658694124#658694129,1
688893004#688893007,1
720008223#720008228,1
704715134#704715135,1
719961578#719961575,1
699661694#699661690,1
729935737#729935720,1
726819463#726819460,1
729843438#729843428,1
725408266#725408267,1
728323948#728323947,1
723687097#723687096,1
726724175#726724170,1
720345347#720345342,1
709993493#709993492,1
723882814#723882816,1
652642589#652642588,1
730230697#730230701,1
684744641#684744640,1
684077692#684077694,1
707760163#707760154,1
511584699#511584703,1
682355107#682355105,1
728345474#728345473,1
725112976#725112957,1
725291367#725291366,1
689284380#689284379,1
657229064#657229053,1
668255028#668255018,1
717966687#717966688,1
691661213#691661211,1
706341449#706341444,1
727102003#727102002,0
723444383#723444385,1
730895803#730895794,1
696847496#696847483,1
663374806#663374803,1
727056313#727056311,1
705059707#705059701,1
717947867#717947866,1
722561719#722561711,1
728791799#728791802,1
711639862#711639858,1
666659116#666659121,1
717653141#717653137,1
713332577#713332568,1
721421402#721421405,1
727063556#727063554,1
723756410#723756404,1
710311646#710311651,1
696948519#696948509,1
662627860#662627855,1
717080078#717080071,1
525276675#525276681,1
691867044#691867039,1
702045876#702045879,1
641379411#641379406,1
702419656#702419658,1
712281099#712281086,1
722183688#722183689,1
727502302#727502305,1
620195229#620195231,1
699959945#699959931,1
712724792#712724765,1
674930646#674930632,1
707290889#707290892,1
728408096#728408095,1
723586109#723586102,1
707318162#707318163,1
491052496#545206387,1
726803525#726803523,0
720760728#720760727,0
714885229#714885224,0
715243260#715243259,1
702821802#702821807,1
726996383#725824028,1
719411460#719411456,1
662276070#662276072,1
710598403#710598404,1
562286992#562286984,1
708685995#708685988,1
722622592#722622591,1
717326079#717326064,1
713676822#713676808,1
725980780#725980781,1
723761196#723761194,1
603793179#603793178,1
714737144#714737140,1
729722562#729722566,1
702302770#702302769,1
727178507#727178512,1
710209134#710209122,1
557342994#557342989,1
718310332#718310323,1
667645376#667645369,1
710223176#710223159,1
704194566#704194560,1
723051170#723051169,1
693885630#693885627,1
730910668#730910677,1
728491851#728491853,1
706878547#706878549,1
649836452#649836441,1
687634601#687634596,1
691529210#691529199,1
694475881#694475870,1
647237181#647237190,1
720280646#720280645,1
727233896#727233889,1
720280338#720280337,1
725165158#725165165,1
731003108#731003107,1
719645564#719645569,1
700388023#700388012,1
713812297#713812292,1
725377906#725377893,1
684887685#684887683,0
713288788#713288790,1
631484073#631484067,1
708178590#708178580,1
721068527#721068524,0
712801738#712801723,1
726047761#726047759,1
730460126#730460130,1
693606188#693606183,1
712174463#712174467,1
691489889#691489888,1
